0;594;-0.8649868;1;5;30;0
1;274;3.544985;1;0;30;2.661718
2;213;5.530002;1;0;30;3.14931
3;585;0.7150049;1;2;30;0
4;27;-3.345;0;0;30;4.795521
5;944;2.944922;2;4;30;0
6;600;9.059959;2;5;30;0
7;555;1.504997;1;4;30;0
8;569;-8.904999;0;3;30;0
9;597;-9.325007;0;3;30;0
10;581;-8.899999;0;4;30;0
11;598;1.044993;1;5;30;0
12;595;-8.924997;0;5;30;0
13;587;-9.175004;0;3;30;0
14;588;-9.190001;0;3;30;0
15;1038;-6.109963;1;5;0;0
16;604;-9.615005;0;2;30;0
17;621;-9.685017;0;3;30;0
18;603;8.494884;2;5;30;0
19;583;-8.744993;0;5;30;0
20;613;-9.565011;0;3;30;0
21;613;-9.195004;0;5;30;0
22;595;-8.924997;0;5;30;0
23;616;-9.425004;0;4;30;0
24;605;-9.260006;0;4;30;0
25;623;-9.345007;0;5;30;0
26;609;-9.50501;0;3;30;0
27;617;-9.255005;0;5;30;0
28;601;-9.200006;0;4;30;0
29;586;-8.789994;0;5;30;0
30;627;-9.405008;0;5;30;0
31;617;-9.440011;0;4;30;0
32;621;-9.315006;0;5;30;0
33;625;-9.560007;0;4;30;0
34;618;-10.01002;0;1;30;0
35;628;-9.420009;0;5;30;0
36;611;-9.165003;0;5;30;0
37;626;-9.390008;0;5;30;0
38;623;-9.345007;0;5;30;0
39;626;-9.390008;0;5;30;0
40;611;-9.72002;0;2;30;0
41;606;-9.460011;0;3;30;0
42;606;-9.460013;0;3;30;0
43;615;-9.225004;0;5;30;0
44;623;-9.345007;0;5;30;0
45;602;-9.03;0;5;30;0
46;618;-9.825022;0;2;30;0
47;607;-9.105001;0;5;30;0
48;608;-9.120002;0;5;30;0
49;624;-9.360007;0;5;30;0
50;598;-8.969998;0;5;30;0
51;587;-8.804995;0;5;30;0
52;611;-9.165003;0;5;30;0
53;574;-8.60999;0;5;30;0
54;615;-9.225004;0;5;30;0
55;582;-8.914996;0;4;30;0
56;567;-8.504988;0;5;30;0
57;563;-8.444986;0;5;30;0
58;573;-8.964999;0;3;30;0
59;429;-6.61999;0;4;30;0
