0;50;8.339997;0;99;1;0;24;4.502038
1;680;0.08998163;0;835;1;3;0;0
2;61;16.91;0;1021;2;0;4;4.451471
3;101;6.294983;0;1299;1;0;0;4.106134
4;229;13.83506;0;1610;2;0;0;3.037029
5;105;7.514981;0;1789;1;0;0;4.099743
6;76;6.669995;0;1923;1;0;14;4.352943
7;58;6.939995;0;2007;1;0;20;4.353588
8;509;6.495015;0;3085;2;0;0;2.395025
9;103;17.75002;0;3786;2;0;0;4.107935
10;79;6.284983;0;4190;1;0;28;4.211072
11;127;4.649989;0;4330;1;0;8;3.961823
12;164;6.999963;0;4540;1;0;0;3.547482
13;459;11.58496;0;5028;2;0;0;1.602906
14;1027;5.114923;0;6062;2;1;0;0
15;632;-0.5150204;0;6716;1;0;0;1.213453
16;65;7.569995;0;7385;1;0;30;4.423349
17;11;-2.37;0;7428;0;0;24;4.911273
18;130;15.87504;0;7569;2;0;0;3.920523
19;61;6.894987;0;8213;1;0;0;4.420127
20;80;16.625;0;8333;2;0;10;4.271248
21;41;8.474996;0;8429;1;0;12;4.659957
22;808;8.339871;0;9255;2;5;0;0
23;154;15.51502;0;9485;2;0;0;3.7292
24;77;7.93499;0;10338;1;0;20;4.356922
25;197;13.265;0;10560;2;0;0;3.411442
26;56;7.519995;0;11023;1;0;12;4.544448
27;13;-1.12;0;11050;0;0;30;4.863498
28;601;11.01499;0;11665;2;5;0;0
29;78;5.904983;0;12412;1;0;0;4.20908
30;45;7.134994;0;12489;1;0;30;4.63286
31;308;14.69999;0;13322;2;0;0;2.488606
32;621;10.71495;0;13960;2;5;0;0
33;69;7.019993;0;14440;1;0;18;4.444471
34;618;10.75994;0;15133;2;5;0;0
35;728;9.53993;0;15905;2;5;0;0
36;233;15.63999;0;16173;2;0;0;3.05569
37;43;6.429994;0;16275;1;0;24;4.659218
38;94;7.679992;0;16383;1;0;28;4.252926
39;83;6.564986;0;16480;1;0;0;4.337523
40;75;6.5;0;17010;1;0;30;4.392058
41;597;9.514966;0;17647;2;0;0;0.07724922
42;48;6.354989;0;17721;1;0;4;4.542496
43;507;11.95996;0;18266;2;0;0;2.604791
44;146;5.64997;0;18428;1;0;0;3.826449
45;312;14.275;0;18859;2;0;0;2.321819
46;618;10.75998;0;19523;2;5;0;0
47;64;6.509994;0;20126;1;0;2;4.393024
48;610;11.09487;0;20787;2;5;0;0
49;736;8.894938;0;21585;2;1;0;0
50;598;11.05998;0;22234;2;5;0;0
51;587;11.22502;0;22841;2;5;0;0
52;21;6.76;0;22913;1;0;26;4.826684
53;574;10.16492;0;23499;2;1;0;0
54;71;8.424992;0;23582;1;0;30;4.419246
55;582;11.29999;0;24195;2;5;0;0
56;87;17.25502;0;24316;2;0;0;4.108304
57;563;11.58499;0;24921;2;5;0;0
58;46;7.884992;0;25028;1;0;14;4.533374
59;72;17.29501;0;25145;2;0;0;4.117159
