0;916;36,35222;4;5;30;1,758372
1;1031;30,92014;4;5;16;1,146833
2;1907;24,84426;4;4;22;2,426981
3;1495;34,44424;4;5;0;3,981041
4;2759;22,04033;4;1;0;3,350835
5;1193;35,44832;4;5;0;0,1161862
6;1214;23,1641;3;5;4;0
7;1672;33,33644;4;4;0;1,812052
8;555;14,81602;2;0;30;2,636437
9;1197;25,42804;3;5;4;0
10;27;-3,838;0;0;30;4,885262
11;1322;35,13618;4;5;30;3,122113
12;987;36,47622;4;5;18;1,035862
13;1679;33,53646;4;3;20;1,56181
14;1224;24,12827;3;4;8;0
15;566;5,763983;1;0;12;2,648944
16;1742;33,68436;4;5;20;1,846066
17;813;32,38822;4;3;24;1,647865
18;101;-3,584001;0;0;30;4,584184
19;1406;31,6082;4;5;0;2,869951
20;25;-3,83;0;0;30;4,894017
21;979;36,51623;4;5;26;0,8899265
22;1152;30,43616;4;4;0;4,495042
23;894;35,65618;4;5;14;0,8379844
24;837;36,08021;4;5;18;4,450897
25;1133;35,10022;4;5;12;4,311016
26;744;26,0562;3;0;0;1,206011
27;48;-3,922;0;0;30;4,755877
28;646;37,43213;4;5;30;1,784946
29;145;6,989999;1;0;30;4,322982
30;1411;33,21226;4;2;22;2,382083
31;1821;32,96009;4;4;30;1,862089
32;985;20,31616;4;5;30;1,267944
33;323;4,743992;1;0;30;3,80294
34;970;15,352;2;0;30;1,241016
35;1563;34,17236;4;5;2;2,93411
36;900;31,0442;4;3;22;1,536895
37;1112;35,77222;4;5;20;0,7448127
38;1329;18,92418;3;5;0;0
39;724;23,93617;3;0;20;2,170063
40;430;7,30407;1;0;30;3,306197
41;1296;24,82828;3;5;4;0
42;1038;36,27224;4;5;26;4,573022
43;954;35,62025;4;2;10;1,287995
44;1117;30,77219;4;5;24;4,495961
45;1069;22,41422;3;0;8;1,520892
46;1271;33,74823;4;3;30;0,0455945
47;1367;33,36437;4;3;8;1,662973
48;1076;5,128008;1;0;10;4,591035
49;1271;23,14021;3;5;0;0
50;830;36,71216;4;3;30;1,969939
51;1330;35,10414;4;5;20;2,539083
52;35;-3,87;0;0;30;4,864829
53;713;23,64216;3;0;24;2,106958
54;1580;34,11209;4;5;12;2,403012
55;1816;30,17238;4;5;12;2,403981
56;836;36,67222;4;5;14;1,467029
57;948;22,89819;3;0;30;0,9310073
58;859;36,58018;4;5;30;1,527996
59;1229;15,09202;2;5;20;0
60;894;3,351963;1;0;8;1,371966
61;1656;29,41628;4;4;10;1,725002
62;211;5,430019;1;0;30;4,145136
63;1292;24,66432;3;3;12;0
64;1251;3,007982;1;5;16;0
65;1073;24,94429;3;0;16;0,8238603
66;1618;33,16037;4;5;2;3,53598
67;712;37,17619;4;4;30;2,095944
68;1123;35,74424;4;5;18;3,654028
69;680;36,72418;4;2;30;2,040845
70;1108;30,81613;4;1;20;0,1949321
71;778;3,161999;1;0;30;1,580001
72;26;-3,284;0;0;30;4,886915
73;485;14,33805;2;0;30;2,89998
74;1164;35,36826;4;4;24;4,620072
75;1265;24,96827;3;5;8;0
76;1157;35,2003;4;3;10;0,5660377
77;891;10,484;2;0;0;1,732066
78;1119;35,16423;4;3;30;0,7079135
79;218;8,348;1;0;30;4,151046
80;1252;35,2123;4;5;12;4,464977
81;212;-4,578001;0;0;30;4,228126
82;936;34,88419;4;3;30;1,447006
83;1223;34,13631;4;4;20;3,338025
84;1041;34,85619;4;5;14;0,9769926
85;450;4,474092;1;0;12;3,234094
86;1297;14,45205;2;0;0;0,6319309
87;884;33,51613;4;5;30;1,383102
88;857;22,06219;3;0;22;1,488098
89;1087;34,67217;4;5;16;0,593041
90;889;34,48413;4;4;10;4,510087
91;132;-4,258;0;0;30;4,465083
